"vcIDProd";"vcCodigoBarras";"vcPLU";"vcTipoProducto";"intIdUnidMed";"intIDMarca";"vcDescProd";"vcNombCorto";"dteFecUltCompra";"dteFecUltVenta";"dteFechAlta";"vcOperacion";"dteFechaOperacion"
"7501030454564       ";"7501030454564";"";"1.1.4.3";"2";"149";"Deliciosa cubicremas 100g";"";"2018-03-17 10:24:41";"2018-03-18 10:25:15";"2018-03-17 10:42:07";"C";"2018-03-18 10:25:15"
"7501030454656       ";"7501030454656";"";"1.1.4.11";"2";"151";"Canelitas 120g";"";"2018-01-06 14:03:44";"2018-02-20 21:10:57";"2017-10-14 10:24:18";"C";"2018-02-20 21:10:57"
"7501030454724       ";"7501030454724";"";"1.1.4.11";"2";"151";"Deliciosas Kids 58g";"";"2017-12-30 10:28:09";"2018-01-27 19:41:06";"2017-12-23 12:32:47";"C";"2018-01-27 19:41:06"
"7501030454786       ";"7501030454786";"";"1.1.1.5";"2";"154";"Panque mantequilla 255g";"";"2018-03-05 12:23:37";"2018-03-01 11:28:19";"2017-10-02 12:46:52";"C";"2018-03-05 12:50:35"
"7501030455042       ";"7501030455042";"";"1.1.1.5";"2";"154";"Orejas tia rosa 100g";"";"2018-02-19 13:17:37";"2018-03-28 09:44:14";"2017-11-20 11:06:45";"C";"2018-03-28 09:44:14"
"7501030455516       ";"7501030455516";"";"1.1.1.7";"2";"151";"Latte fresa con crema 40g";"";"2018-03-17 10:24:41";"2018-04-02 18:18:55";"2018-01-13 11:13:33";"C";"2018-04-02 18:18:55"
"7501030456742       ";"7501030456742";"";"1.1.1.5";"2";"154";"Doraditas sabor nuez 110g";"";"2018-03-12 11:41:26";"2018-03-30 09:47:48";"2017-09-04 14:30:24";"C";"2018-03-30 09:47:48"
"7501030456971       ";"7501030456971";"";"1.1.4.8";"2";"151";"Mobi rocko 45g";"";"2018-03-24 11:40:48";"2018-04-04 21:22:25";"2017-11-11 12:23:39";"C";"2018-04-04 21:22:25"
"7501030457008       ";"7501030457008";"";"1.1.1.5";"2";"154";"Doraditas tia rosa 58g";"";"2018-02-05 11:36:41";"2018-04-02 21:16:46";"2017-08-21 14:47:41";"C";"2018-04-02 21:16:46"
"7501030457145       ";"7501030457145";"";"1.1.4.3";"2";"151";"Trikitrakes maxitubo 245g";"";"2018-03-31 10:32:46";"2018-04-07 10:46:54";"2017-05-20 09:14:59";"C";"2018-04-07 10:46:54"
"7501030457152       ";"7501030457152";"";"1.1.4.11";"2";"151";"Polvorones maxitubo 345g";"";"2018-04-07 13:58:29";"2018-04-07 21:00:01";"2017-06-03 14:31:31";"C";"2018-04-07 21:00:01"
"7501030457169       ";"7501030457169";"";"1.1.4.10";"2";"151";"Canelitas maxitubo 249g";"";"2018-04-07 13:58:29";"2018-04-08 12:45:04";"2017-05-20 09:11:05";"C";"2018-04-08 12:45:04"
"7501030457176       ";"7501030457176";"";"1.1.4.10";"2";"151";"Principe maxitubo 227g";"";"2018-03-20 21:05:39";"2018-04-08 12:00:38";"2017-05-20 09:09:44";"C";"2018-04-08 12:00:38"
"7501030457183       ";"7501030457183";"";"1.1.4.10";"2";"151";"Minibarrita piña maxi 222g";"";"2018-03-24 11:34:16";"2018-04-07 21:00:01";"2017-05-20 09:20:43";"C";"2018-04-07 21:00:01"
"7501030457190       ";"7501030457190";"";"1.1.4.10";"2";"151";"Minibarrita fresa maxi 222g";"";"2018-03-24 11:34:16";"2018-04-01 10:10:01";"2017-05-20 09:17:08";"C";"2018-04-01 10:10:01"
"7501030457909       ";"7501030457909";"";"1.1.4.4";"2";"149";"Deliciosas vainilla 276g..";"";"2018-03-03 12:19:02";"2018-04-08 21:10:14";"2018-03-03 12:25:33";"C";"2018-04-08 21:10:14"
"7501030457916       ";"7501030457916";"";"1.1.4.4";"2";"149";"Deliciosas vainilla 156g";"";"2018-03-03 12:19:02";"2018-04-03 09:23:21";"2018-03-03 12:24:18";"C";"2018-04-03 09:23:21"
"7501030458005       ";"7501030458005";"";"1.1.4.4";"2";"149";"Deliciosa chocochispas 156g";"";"2018-03-03 12:19:02";"2018-04-02 11:33:29";"2018-03-03 12:22:06";"C";"2018-04-02 11:33:29"
"7501030458012       ";"7501030458012";"";"1.1.4.4";"2";"149";"Deliciosa chocochispas 96g";"";"2018-03-19 09:55:52";"2018-03-30 10:42:34";"2018-03-19 09:57:24";"C";"2018-03-30 10:42:34"
"7501030459149       ";"7501030459149";"";"1.1.19.2";"2";"147";"Tostadas milpa real 420g";"";"2017-01-23 13:11:04";"2018-04-05 15:54:24";"2017-01-23 13:20:46";"C";"2018-04-05 15:54:24"
"7501030459217       ";"7501030459217";"";"1.1.4.3";"2";"151";"Canelitas tentacion 73g";"";"2018-02-17 12:15:01";"2018-03-31 11:10:20";"2017-02-04 10:54:52";"C";"2018-03-31 11:10:20"
"7501030459415       ";"7501030459415";"";"1.1.1.5";"2";"147";"Choco donas 66g";"";"2018-02-19 11:38:09";"2018-03-19 17:42:24";"2017-06-19 16:13:32";"C";"2018-03-19 17:42:24"
"7501030459736       ";"7501030459736";"";"1.1.19.12";"4";"542";"Palomitas karameladas 120g bar";"";"2018-03-13 10:45:59";"2018-04-08 12:45:04";"2012-05-25 10:30:03";"C";"2018-04-08 12:45:04"
"7501030459927       ";"7501030459927";"";"1.1.19.5";"4";"1361";"Cacahuates Ench Golden Nuts Barcel 95g";"";"2018-04-03 11:46:10";"2018-04-01 16:59:36";"2012-05-25 10:30:03";"C";"2018-04-03 11:58:28"
"7501030459934       ";"7501030459934";"";"1.1.19.20";"1";"1302";"Golden Nuts Japones .95 g Barcel";"";"2018-04-03 11:46:10";"2018-04-01 16:59:36";"2012-05-25 10:30:03";"C";"2018-04-03 11:58:29"
"7501030459941       ";"7501030459941";"";"1.1.19.5";"4";"1361";"Golden Nuts salados 100g";"";"2018-04-03 11:46:10";"2018-04-03 17:00:18";"2012-05-25 10:30:03";"C";"2018-04-03 17:00:18"
"7501030459958       ";"7501030459958";"";"1.1.19.5";"4";"1372";"Hot Nuts original 100g";"";"2018-04-03 11:46:10";"2018-03-25 13:40:10";"2012-05-25 10:30:03";"C";"2018-04-03 11:58:29"
"7501030460879       ";"7501030460879";"";"1.1.1.1";"2";"147";"Bimbo rendidor 454g";"";"2018-04-05 13:39:11";"2018-04-07 18:38:51";"2016-08-22 12:59:32";"C";"2018-04-07 18:38:51"
"7501030460916       ";"7501030460916";"";"1.1.4.11";"2";"151";"Suavicremas vainilla mini";"";"2018-03-31 10:32:46";"2018-01-13 10:22:03";"2017-06-10 13:17:03";"C";"2018-03-31 10:44:37"
"7501030460923       ";"7501030460923";"";"1.1.4.11";"2";"151";"Mini Suavicremas Fresa";"";"2018-03-31 10:32:46";"2018-04-07 10:47:42";"2016-08-27 11:57:46";"C";"2018-04-07 10:47:42"
"7501030460947       ";"7501030460947";"";"1.1.4.7";"2";"151";"Suavicremas Choc 153 g";"";"2018-03-17 11:13:24";"2018-03-31 20:38:15";"2017-03-18 09:21:13";"C";"2018-03-31 20:38:15"
"7501030461173       ";"7501030461173";"";"1.1.1.5";"2";"151";"Choco Roles Mora 80 g";"";"2018-04-07 13:49:10";"2018-04-07 20:06:07";"2016-10-22 10:03:28";"C";"2018-04-07 20:06:07"
"7501030461227       ";"7501030461227";"";"1.1.4.11";"2";"151";"Suavicremas Choco 50 g";"";"2018-03-17 11:13:24";"2018-04-07 09:26:16";"2016-09-03 09:36:14";"C";"2018-04-07 09:26:16"
"7501030461234       ";"7501030461234";"";"1.1.4.11";"2";"151";"Suvicremas Fresa 50g";"";"2018-01-27 10:22:08";"2018-03-12 20:27:01";"2016-09-03 09:09:38";"C";"2018-03-12 20:27:01"
"7501030461241       ";"7501030461241";"";"1.1.4.11";"2";"151";"Suvicremas Vainilla 50g";"";"2018-01-27 10:22:08";"2018-02-08 10:26:08";"2016-09-03 09:05:23";"C";"2018-02-08 10:26:08"
"7501030461340       ";"7501030461340";"";"1.1.4.11";"2";"151";"Latte creme pastelito 40g";"";"2018-02-24 10:07:35";"2018-03-30 22:06:49";"2016-07-09 13:06:00";"C";"2018-03-30 22:06:49"
"7501030462859       ";"7501030462859";"";"1.1.4.10";"2";"151";"Principe avellana tentacion";"";"2018-02-24 09:57:32";"2018-03-22 21:28:13";"2017-02-04 11:50:07";"C";"2018-03-22 21:28:13"
"7501030463665       ";"7501030463665";"";"1.1.1.5";"2";"147";"Hotkis bimbo 50g";"";"2018-02-19 11:38:09";"2018-02-20 10:07:41";"2017-02-23 21:11:31";"C";"2018-02-20 10:07:41"
"7501030463719       ";"7501030463719";"";"1.1.4.4";"2";"151";"Deliciosas Chocochispa 230g";"";"2018-04-07 13:49:10";"2018-04-07 21:32:14";"2016-02-27 12:16:25";"C";"2018-04-07 21:32:14"
"7501030463726       ";"7501030463726";"";"1.1.4.11";"2";"151";"Deliciosa chico chispas 130g";"";"2018-03-24 11:40:48";"2018-03-08 19:38:47";"2016-04-23 10:56:51";"C";"2018-03-24 12:42:02"
"7501030463733       ";"7501030463733";"";"1.1.4.4";"2";"151";"Deliciosas Vainilla 230g";"";"2018-04-07 13:49:10";"2018-04-07 21:32:13";"2016-02-27 12:18:55";"C";"2018-04-07 21:32:13"
"7501030463740       ";"7501030463740";"";"1.1.4.4";"2";"151";"Deliciosas 130g";"";"2018-03-24 11:40:48";"2018-03-09 11:45:09";"2016-02-20 09:49:34";"C";"2018-03-24 12:42:02"
"7501030463757       ";"7501030463757";"";"1.1.4.11";"2";"151";"Deliciosas mantequilla 230g";"";"2017-12-23 12:24:00";"2018-01-11 09:08:06";"2016-04-16 13:24:29";"C";"2018-01-11 09:08:06"
"7501030464006       ";"7501030464006";"";"1.1.1.5";"2";"154";"Semita tia rosa 92g";"";"2018-04-05 10:44:54";"2018-04-05 18:40:25";"2017-06-26 13:40:56";"C";"2018-04-05 18:40:25"
"7501030464242       ";"7501030464242";"";"1.1.1.5";"2";"154";"Doraditas 127g";"";"2018-04-05 10:44:54";"2018-04-07 11:18:19";"2015-11-24 08:42:39";"C";"2018-04-07 11:18:19"
"7501030464389       ";"7501030464389";"";"1.1.1.1";"2";"147";"BIMBO ARTESANAL 500G";"";"2018-04-05 13:39:11";"2018-03-29 09:48:49";"2016-01-11 10:15:08";"C";"2018-04-05 13:42:28"
"7501030465317       ";"7501030465317";"";"1.1.1.9";"2";"147";"Pan Tostado clasico 90g";"";"2017-10-30 14:57:56";"2018-01-18 09:50:19";"2017-06-01 12:38:24";"C";"2018-01-18 09:50:19"
"7501030466803       ";"7501030466803";"";"1.1.4.6";"2";"154";"Barra fresa gaby 28.3g..";"";"2018-03-05 12:23:37";"2018-03-18 14:55:54";"2018-03-05 12:48:12";"C";"2018-03-18 14:55:54"
"7501030466949       ";"7501030466949";"";"1.1.1.4";"2";"147";"Empani.de maiz bimbo180g";"";"2017-10-16 09:56:50";"2018-01-04 13:34:15";"2016-10-10 10:59:01";"C";"2018-01-04 13:34:15"
"7501030467090       ";"7501030467090";"";"1.1.1.2";"2";"147";"Bimbo cero cero 567g";"";"2018-04-05 13:39:11";"2018-03-16 15:03:53";"2017-01-09 10:50:23";"C";"2018-04-05 13:42:28"
"7501030468189       ";"7501030468189";"";"1.1.1.13";"2";"147";"Tortilla Maiz Blanco Mi Sabor 800g.";"";"2018-04-02 14:46:10";"2018-04-05 18:17:22";"2015-08-10 18:52:55";"C";"2018-04-05 18:17:22"
"7501030469827       ";"7501030469827";"";"1.1.1.5";"2";"147";"Littles Bites 69g";"";"2018-03-12 11:03:43";"2018-03-27 11:15:07";"2016-05-19 15:48:40";"C";"2018-03-27 11:15:07"
"7501030469964       ";"7501030469964";"";"1.1.4.11";"2";"151";"Deliciosas navidad 150g";"";"2018-01-13 10:52:34";"2018-04-02 13:31:38";"2017-10-21 12:48:35";"C";"2018-04-02 13:31:38"
"7501030470441       ";"7501030470441";"";"1.1.4.10";"2";"151";"Barritas moras 67g";"";"2018-03-10 11:37:39";"2018-04-03 13:25:46";"2014-11-01 19:20:33";"C";"2018-04-03 13:25:46"
"7501030472698       ";"7501030472698";"";"1.1.1.5";"2";"147";"Bimbuñuelos bimbo 99g";"";"2018-03-26 15:20:17";"2018-03-30 10:52:50";"2016-09-08 13:28:11";"C";"2018-03-30 10:52:50"
"7501030473817       ";"7501030473817";"";"1.1.1.5";"2";"154";"Tartinas fresa 78g";"";"2018-03-12 11:41:26";"2018-03-18 11:24:35";"2014-08-22 09:28:31";"C";"2018-03-18 11:24:35"
"7501030473824       ";"7501030473824";"";"1.999";"1";"1";"Principe limon 106g";"";"2018-03-10 11:37:39";"2018-04-06 19:45:06";"2013-11-30 18:38:06";"C";"2018-04-06 19:45:06"
"7501030473947       ";"7501030473947";"";"1.1.1.5";"2";"154";"Tartinas zarzamora 78g";"";"2018-03-12 11:41:26";"2018-03-01 21:24:15";"2014-08-22 12:44:21";"C";"2018-03-12 11:55:09"
"7501030473954       ";"7501030473954";"";"1.1.1.5";"2";"154";"Tartinas piña 78g";"";"2018-03-12 11:41:26";"2018-02-17 14:28:57";"2014-08-22 09:32:56";"C";"2018-03-12 11:55:09"
"7501030474227       ";"7501030474227";"";"1.1.1.5";"2";"147";"donas 6x10 bimbo";"";"2018-04-02 14:44:23";"2018-04-08 20:20:29";"2013-10-28 09:54:12";"C";"2018-04-08 20:20:29"
"7501030474357       ";"7501030474357";"";"1.1.1.5";"2";"154";"Pachoncitos 140g tia rosa";"";"2018-04-05 10:44:54";"2018-03-31 19:46:03";"2014-03-28 18:23:09";"C";"2018-04-05 12:04:47"
"7501030475002       ";"7501030475002";"";"1.1.4.4";"3";"151";"Polvorones tubo 287g";"";"2017-05-06 09:21:13";"2018-04-03 11:01:52";"2013-09-17 10:50:14";"C";"2018-04-03 11:01:52"
"7501030475514       ";"7501030475514";"";"1.1.1.5";"2";"147";"Mantecadas nuez 6x15 bimbo";"";"2018-03-26 15:20:17";"2018-04-03 10:33:48";"2013-11-04 11:45:31";"C";"2018-04-03 10:33:48"
"7501030475521       ";"7501030475521";"";"1.1.1.5";"3";"147";"mantecadas va/6x13 bimbo";"";"2018-04-02 14:44:23";"2018-04-07 19:40:12";"2013-10-31 19:38:11";"C";"2018-04-07 19:40:12"
"7501030477488       ";"7501030477488";"";"1.1.1.5";"2";"147";"Madalenas 93g bimbo";"";"2018-04-05 13:25:45";"2018-04-06 09:24:47";"2013-07-28 10:01:14";"C";"2018-04-06 09:24:47"
"7501030478386       ";"7501030478386";"";"1.1.1.1";"2";"155";"Super Pan Blanco con ajonjoli 567 wonder";"";"2018-03-12 11:41:26";"2018-03-21 11:49:19";"2013-12-06 18:44:17";"C";"2018-03-21 11:49:19"
"7501030478409       ";"7501030478409";"";"1.1.1.2";"3";"147";"Wonder Integral 567g ajonjoli";"";"2018-03-12 11:41:26";"2018-03-26 13:17:43";"2014-01-24 18:13:28";"C";"2018-03-26 13:17:43"
"7501030480778       ";"7501030480778";"";"1.1.19.7";"4";"147";"Totopos para Chilaquiles 280g";"";"2018-03-05 14:45:28";"2018-03-19 11:14:00";"2012-05-25 10:30:03";"C";"2018-03-19 11:14:00"
"7501030482055       ";"7501030482055";"";"1.1.19.20";"2";"1302";"Valen-Tones Chic Hari 175g";"";"2018-03-16 10:25:19";"2018-04-06 21:17:15";"2012-05-25 10:30:03";"C";"2018-04-06 21:17:15"
"7501030488910       ";"7501030488910";"";"1.1.1.7";"2";"151";"Gansito Duo 100 g";"";"2018-03-31 10:45:23";"2018-04-03 21:54:03";"2016-09-10 17:08:17";"C";"2018-04-03 21:54:03"
"7501030490418       ";"7501030490418";"";"1.1.4.3";"3";"149";"CHOCO CHISPAS 80g";"";"2018-03-10 11:55:36";"2018-03-18 18:53:26";"2012-05-25 10:30:03";"C";"2018-03-18 18:53:26"
"7501030490463       ";"7501030490463";"";"1.1.4.11";"2";"149";"Deliciosas Vainilla 90g.";"";"2018-03-10 11:55:36";"2018-04-07 10:46:37";"2012-05-25 10:30:03";"C";"2018-04-07 10:46:37"
"7501030490951       ";"7501030490951";"";"1.1.4.4";"3";"151";"Polvorones Marinela 113g";"";"2018-04-07 13:58:29";"2018-03-29 20:38:51";"2012-05-25 10:30:03";"C";"2018-04-07 14:00:00"
"7501030491644       ";"7501030491644";"";"1.1.4.4";"4";"151";"Canelitas Marinela 90g";"";"2018-03-24 11:34:16";"2018-03-30 11:04:35";"2012-05-25 10:30:03";"C";"2018-03-30 11:04:35"
"7501030491668       ";"7501030491668";"";"1.1.1.9";"4";"147";"Pan Tostado Integral 250g";"";"2018-04-02 14:46:10";"2018-04-07 13:23:48";"2012-05-25 10:30:03";"C";"2018-04-07 13:23:48"
"7501030496885       ";"7501030496885";"";"1.1.1.5";"3";"147";"Panque Chocolate Bimbo 255g";"";"2018-03-19 12:15:29";"2018-03-29 13:34:50";"2012-05-25 10:30:03";"C";"2018-03-29 13:34:50"
"7501030499534       ";"7501030499534";"";"1.999";"1";"1";"Tostaditas Milpareal 190g";"";"2015-05-21 20:10:41";"2018-02-28 21:56:33";"2013-08-01 23:37:29";"C";"2018-02-28 21:56:33"
"7501031302376       ";"7501031302376";"";"1.1.18.8";"8";"919";"Lipton Te Verde 600ml";"";"2018-02-26 14:39:08";"2018-03-21 17:50:29";"2012-05-25 10:30:03";"C";"2018-03-21 17:50:29"
"7501031302741       ";"7501031302741";"";"1.1.18.14";"9";"923";"Pepsi N.R. 400ml";"";"2018-02-23 11:28:51";"2018-04-03 15:05:20";"2012-05-25 10:30:03";"C";"2018-04-03 15:05:20"
"7501031302796       ";"7501031302796";"";"1.1.18.14";"9";"927";"Seven Up N.R. 400ml";"";"2018-01-17 12:24:17";"2018-04-04 16:13:13";"2012-05-25 10:30:03";"C";"2018-04-04 16:13:13"
"7501031302802       ";"7501031302802";"";"1.1.18.14";"9";"920";"Manzanita Sol N.R. 400ml";"";"2018-02-23 11:28:51";"2018-04-03 17:58:59";"2012-05-25 10:30:03";"C";"2018-04-03 17:58:59"
"7501031302819       ";"7501031302819";"";"1.1.18.14";"9";"921";"Mirinda Naranja N.R. 400ml";"";"2018-02-23 11:28:51";"2018-04-08 21:09:10";"2012-05-25 10:30:03";"C";"2018-04-08 21:09:10"
"7501031303540       ";"7501031303540";"";"1.999";"1";"1";"SAngria 400ml";"";"2018-03-27 14:07:27";"2018-04-08 16:37:00";"2012-09-24 18:23:37";"C";"2018-04-08 16:37:00"
"7501031303878       ";"7501031303878";"";"1.1.18.1";"9";"1123";"Be Light Jamaica 1L";"";"2018-02-26 14:39:08";"2018-03-27 21:14:43";"2012-05-25 10:30:03";"C";"2018-03-27 21:14:43"
"7501031303885       ";"7501031303885";"";"1.1.18.1";"9";"1123";"Be Light Limon 1L";"";"2017-04-28 13:12:58";"2018-03-11 15:08:49";"2012-05-25 10:30:03";"C";"2018-03-11 15:08:49"
"7501031303892       ";"7501031303892";"";"1.1.18.1";"2";"923";"BE LIGHT MANGO 1 L";"";"2017-07-21 12:03:38";"2018-03-06 15:49:47";"2016-12-07 14:44:39";"C";"2018-03-06 15:49:47"
"7501031304493       ";"7501031304493";"";"1.1.18.14";"9";"1354";"Pepsi Kick N.R. 500ml";"";"2018-02-19 12:32:45";"2018-03-07 09:55:20";"2012-05-25 10:30:03";"C";"2018-03-07 09:55:20"
"7501031307210       ";"7501031307210";"";"1.1.18.14";"9";"923";"Jumex Fresh Citrico 600ml";"";"2017-12-10 12:05:32";"2018-03-29 18:50:14";"2013-03-23 15:27:26";"C";"2018-03-29 18:50:14"
"7501031307241       ";"7501031307241";"";"1.1.18.14";"9";"923";"Jumex Fresh Conga 600ml";"";"2017-09-06 16:28:33";"2018-03-29 17:23:08";"2013-03-23 15:27:41";"C";"2018-03-29 17:23:08"
"7501031307258       ";"7501031307258";"";"1.1.18.14";"9";"923";"Jumex Fresh Citrico 2L";"";"2018-02-26 14:39:08";"2018-04-07 21:08:42";"2013-03-23 15:27:11";"C";"2018-04-07 21:08:42"
"7501031307289       ";"7501031307289";"";"1.999";"1";"1";"Jumex Fresh Conga 2L";"";"2018-03-25 12:12:38";"2018-04-08 14:50:17";"2013-03-23 15:27:58";"C";"2018-04-08 14:50:17"
"7501031307708       ";"7501031307708";"";"1.1.18.2";"2";"923";"Jumex fresh conga 400ml";"";"2018-02-26 14:39:08";"2018-04-08 19:54:35";"2016-11-25 12:50:07";"C";"2018-04-08 19:54:35"
"7501031310012       ";"7501031310012";"";"1.1.18.14";"9";"923";"Pepsi N.R. 600ml";"";"2018-02-23 11:28:51";"2018-04-08 16:39:33";"2012-05-25 10:30:03";"C";"2018-04-08 16:39:33"
"7501031310098       ";"7501031310098";"";"1.1.18.14";"9";"923";"Pepsi N.R. 3L";"";"2018-04-07 12:23:36";"2018-04-08 15:03:54";"2012-05-25 10:30:03";"C";"2018-04-08 15:03:54"
"7501031310258       ";"7501031310258";"";"1.1.18.14";"8";"923";"Pepsi N. R. 2.5L";"";"2018-03-16 21:51:05";"2018-04-07 16:42:20";"2012-05-25 10:30:03";"C";"2018-04-07 16:42:20"
"7501031311606       ";"7501031311606";"";"1.1.18.14";"8";"923";"Pepsi N. R. 2L";"";"2018-03-13 20:03:29";"2018-04-08 16:29:19";"2012-05-25 10:30:03";"C";"2018-04-08 16:29:19"
"7501031311620       ";"7501031311620";"";"1.1.18.14";"8";"923";"Pepsi N. R. 500ml";"";"2017-04-28 12:51:23";"2018-03-18 15:15:06";"2012-05-25 10:30:03";"C";"2018-03-18 15:15:06"
"7501031311682       ";"7501031311682";"";"1.1.18.14";"9";"923";"Pepsi N.R. 1.5L";"";"2018-04-06 20:13:24";"2018-04-08 18:23:32";"2012-05-25 10:30:03";"C";"2018-04-08 18:23:32"
"7501031322558       ";"7501031322558";"";"1.1.18.14";"9";"927";"Seven Up N.R. Lima-Limon 600ml";"";"2017-12-19 13:57:57";"2018-03-25 10:11:24";"2012-05-25 10:30:03";"C";"2018-03-25 10:11:24"
"7501031322589       ";"7501031322589";"";"1.1.18.14";"2";"923";"7up 3 litros";"";"2018-02-14 12:04:25";"2018-04-07 16:43:24";"2012-09-25 19:19:34";"C";"2018-04-07 16:43:24"
"7501031323401       ";"7501031323401";"";"1.1.18.14";"8";"927";"Seven Up N. R. 2L";"";"2018-01-31 12:59:20";"2018-03-31 20:08:07";"2012-05-25 10:30:03";"C";"2018-03-31 20:08:07"
"7501031323449       ";"7501031323449";"";"1.1.18.14";"9";"927";"Seven Up N.R. 1.5L";"";"2018-02-14 12:04:25";"2018-04-07 20:26:07";"2012-05-25 10:30:03";"C";"2018-04-07 20:26:07"
"7501031345052       ";"7501031345052";"";"1.1.18.14";"9";"921";"Mirinda Naranja N.R. 600ml";"";"2018-03-16 15:08:15";"2018-04-08 16:28:38";"2012-05-25 10:30:03";"C";"2018-04-08 16:28:38"
"7501031345083       ";"7501031345083";"";"1.1.18.14";"9";"923";"Mirinda 3Litro";"";"2018-03-13 20:03:29";"2018-04-08 15:19:29";"2012-09-22 17:37:27";"C";"2018-04-08 15:19:29"
"7501031346608       ";"7501031346608";"";"1.1.18.14";"8";"921";"Mirinda Naranja N. R. 2L";"";"2018-02-23 11:28:51";"2018-03-18 19:03:14";"2012-05-25 10:30:03";"C";"2018-03-18 19:03:14"
"7501031346646       ";"7501031346646";"";"1.1.18.14";"9";"921";"Mirinda Naranja N.R. 1.5L";"";"2018-01-03 12:19:39";"2018-04-01 19:05:12";"2012-05-25 10:30:03";"C";"2018-04-01 19:05:12"
"7501031360024       ";"7501031360024";"";"1.1.18.14";"9";"920";"Manzanita Sol N.R. 600ml";"";"2018-04-06 20:13:24";"2018-04-01 16:06:53";"2012-05-25 10:30:03";"C";"2018-04-06 20:53:58"
"7501031360048       ";"7501031360048";"";"1.1.18.14";"9";"923";"Manzana Sol 3Litros";"";"2018-04-03 19:19:49";"2018-04-08 18:34:06";"2012-09-17 19:13:06";"C";"2018-04-08 18:34:06"
"7501031360154       ";"7501031360154";"";"1.1.18.14";"9";"920";"Manzanita Sol N.R. 1.5L";"";"2018-04-06 20:13:24";"2018-04-07 15:01:09";"2012-05-25 10:30:03";"C";"2018-04-07 15:01:09"
"7501031360161       ";"7501031360161";"";"1.1.18.14";"8";"920";"Manzanita Sol N. R. 2L";"";"2018-02-07 11:46:23";"2018-04-06 21:15:18";"2012-05-25 10:30:03";"C";"2018-04-06 21:15:18"
"7501031362516       ";"7501031362516";"";"1.1.18.14";"2";"923";"Pepsi con limon 600ml";"";"2017-09-29 13:25:20";"2018-01-21 13:56:47";"2017-08-25 13:13:14";"C";"2018-01-21 13:56:47"
"7501032332013       ";"7501032332013";"";"1.1.20.4";"2";"330";"Danone mix Fresa Chocoarroz 130g";"";"2018-04-07 14:47:33";"2018-04-08 19:39:43";"2012-05-25 10:30:03";"C";"2018-04-08 19:39:43"
"7501032332020       ";"7501032332020";"";"1.1.20.4";"2";"330";"Danone mix fresa Zucaritas 130g";"";"2018-04-07 14:47:33";"2018-04-08 20:58:37";"2012-05-25 10:30:03";"C";"2018-04-08 20:58:37"
"7501032334970       ";"7501032334970";"";"1.1.20.6";"2";"330";"Dan Up fresa Grande 450g";"";"2018-03-21 13:23:22";"2018-03-31 09:53:47";"2012-05-25 10:30:03";"C";"2018-03-31 09:53:47"
"7501032335052       703";"7501032335052";"703";"1.1.20.6";"2";"330";"Danonino rojo grande -703-";"";"2018-04-04 12:04:25";"2018-04-07 11:18:48";"2015-10-21 09:10:46";"C";"2018-04-07 11:18:48"
"7501032340995       ";"7501032340995";"";"1.1.20.4";"2";"330";"Danonino bebible Fresa 170g";"";"2018-03-21 13:23:22";"2018-04-02 09:48:36";"2012-05-25 10:30:03";"C";"2018-04-02 09:48:36"
"7501032395230       ";"7501032395230";"";"1.1.20.6";"2";"1";"Danone Bipack manz estrellas";"";"2018-04-07 14:47:33";"2018-04-01 20:53:08";"2013-02-16 17:29:14";"C";"2018-04-07 15:07:46"
"7501032395292       ";"7501032395292";"";"1.1.20.6";"2";"330";"Danone fresa 125g";"";"2018-03-14 11:14:12";"2018-04-08 10:48:55";"2013-09-26 11:00:43";"C";"2018-04-08 10:48:55"
"7501032395308       ";"7501032395308";"";"1.1.20.6";"2";"330";"danone durasno 125g";"";"2018-03-28 12:23:16";"2018-04-02 19:23:39";"2013-04-20 15:22:23";"C";"2018-04-02 19:23:39"
"7501032395315       ";"7501032395315";"";"1.1.20.6";"2";"330";"danone manzana 125g";"";"2018-04-04 12:04:25";"2018-04-06 21:18:26";"2013-04-19 21:31:27";"C";"2018-04-06 21:18:26"
"7501032395599       ";"7501032395599";"";"1.1.20.6";"1";"1";"oikos fresa 150g danone";"";"2018-04-04 12:04:25";"2018-04-07 18:40:34";"2013-08-20 18:33:54";"C";"2018-04-07 18:40:34"
"7501032395858       ";"7501032395858";"";"1.1.20.6";"2";"330";"Danone Benegastro Fresa";"";"2016-02-27 12:33:06";"2018-03-25 00:36:10";"2015-02-07 12:05:06";"C";"2018-03-25 00:36:10"
"7501032395902       ";"7501032395902";"";"1.1.20.6";"2";"330";"Oikos coco 150g";"";"2018-03-03 14:25:32";"2018-04-05 19:24:57";"2014-06-07 18:47:12";"C";"2018-04-05 19:24:57"
"7501032395933       ";"7501032395933";"";"1.1.20.4";"2";"330";"Danonino bebible fresa 90g";"";"2018-04-04 12:04:25";"2018-04-06 10:18:29";"2014-07-30 11:05:23";"C";"2018-04-06 10:18:29"
"7501032395988       ";"7501032395988";"";"1.1.20.6";"2";"330";"Oikos frutos verdes 150g";"";"2018-03-03 14:25:32";"2018-04-03 19:33:20";"2015-03-07 17:47:52";"C";"2018-04-03 19:33:20"
